./firewall	671088	1	25	1	0	1	101.162003
./firewall	671088	1	25	1	0	3	170.171005
./firewall	83886	8	25	1	0	1	91.261002
./firewall	83886	8	25	1	0	3	177.738007
./firewall	41943	16	25	1	0	1	92.383003
./firewall	41943	16	25	1	0	3	178.641006
./firewall	335544	1	50	1	0	1	67.794998
./firewall	335544	1	50	1	0	3	101.189003
./firewall	41943	8	50	1	0	1	68.185997
./firewall	41943	8	50	1	0	3	116.143997
./firewall	20971	16	50	1	0	1	67.751999
./firewall	20971	16	50	1	0	3	106.704002
./firewall	167772	1	100	1	0	1	49.000000
./firewall	167772	1	100	1	0	3	68.603996
./firewall	20971	8	100	1	0	1	49.090000
./firewall	20971	8	100	1	0	3	71.125000
./firewall	10485	16	100	1	0	1	58.840000
./firewall	10485	16	100	1	0	3	79.581001
./firewall	83886	1	200	1	0	1	55.700001
./firewall	83886	1	200	1	0	3	52.013000
./firewall	10485	8	200	1	0	1	43.020000
./firewall	10485	8	200	1	0	3	53.695999
./firewall	5242	16	200	1	0	1	49.070000
./firewall	5242	16	200	1	0	3	62.485001
./firewall	41943	1	400	1	0	1	55.504002
./firewall	41943	1	400	1	0	3	54.949001
./firewall	5242	8	400	1	0	1	54.924000
./firewall	5242	8	400	1	0	3	43.646000
./firewall	2621	16	400	1	0	1	41.005001
./firewall	2621	16	400	1	0	3	43.863998
./firewall	20971	1	800	1	0	1	36.979000
./firewall	20971	1	800	1	0	3	54.986000
./firewall	2621	8	800	1	0	1	50.271999
./firewall	2621	8	800	1	0	3	49.716999
./firewall	1310	16	800	1	0	1	43.394001
./firewall	1310	16	800	1	0	3	50.428001
./firewall	671088	1	25	1	1	1	87.177002
./firewall	671088	1	25	1	1	3	177.673996
./firewall	83886	8	25	1	1	1	91.064003
./firewall	83886	8	25	1	1	3	179.843994
./firewall	41943	16	25	1	1	1	91.135002
./firewall	41943	16	25	1	1	3	181.908005
./firewall	335544	1	50	1	1	1	66.611000
./firewall	335544	1	50	1	1	3	111.154999
./firewall	41943	8	50	1	1	1	67.027000
./firewall	41943	8	50	1	1	3	109.757004
./firewall	20971	16	50	1	1	1	69.940002
./firewall	20971	16	50	1	1	3	107.809998
./firewall	167772	1	100	1	1	1	60.707001
./firewall	167772	1	100	1	1	3	78.514999
./firewall	20971	8	100	1	1	1	51.487999
./firewall	20971	8	100	1	1	3	74.228996
./firewall	10485	16	100	1	1	1	48.710999
./firewall	10485	16	100	1	1	3	76.559998
./firewall	83886	1	200	1	1	1	51.844002
./firewall	83886	1	200	1	1	3	51.810001
./firewall	10485	8	200	1	1	1	46.601002
./firewall	10485	8	200	1	1	3	52.308998
./firewall	5242	16	200	1	1	1	47.966000
./firewall	5242	16	200	1	1	3	53.297001
./firewall	41943	1	400	1	1	1	39.848000
./firewall	41943	1	400	1	1	3	44.332001
./firewall	5242	8	400	1	1	1	38.791000
./firewall	5242	8	400	1	1	3	44.102001
./firewall	2621	16	400	1	1	1	42.287998
./firewall	2621	16	400	1	1	3	45.723000
./firewall	20971	1	800	1	1	1	41.019001
./firewall	20971	1	800	1	1	3	40.146999
./firewall	2621	8	800	1	1	1	42.613998
./firewall	2621	8	800	1	1	3	46.136002
./firewall	1310	16	800	1	1	1	46.174999
./firewall	1310	16	800	1	1	3	39.707001
./firewall	671088	1	25	1	2	1	84.897003
./firewall	671088	1	25	1	2	3	173.026001
