16	PACKET_1	401.633331	25	1	1
16	PACKET_1	299.583008	25	1	2
16	PACKET_1	362.358337	50	1	1
16	PACKET_1	333.998657	50	1	2
16	PACKET_1	253.748657	100	1	1
16	PACKET_1	390.919647	100	1	2
16	PACKET_1	375.938660	200	1	1
16	PACKET_1	481.255676	200	1	2
16	PACKET_1	599.651672	400	1	1
16	PACKET_1	722.754395	400	1	2
16	PACKET_1	1071.458252	800	1	1
16	PACKET_1	1152.973633	800	1	2
16	PACKET_1	389.215027	25	2	1
16	PACKET_1	306.115662	25	2	2
16	PACKET_1	364.070343	50	2	1
16	PACKET_1	307.737671	50	2	2
16	PACKET_1	268.243347	100	2	1
16	PACKET_1	404.283997	100	2	2
16	PACKET_1	366.087006	200	2	1
16	PACKET_1	494.026367	200	2	2
16	PACKET_1	618.659973	400	2	1
16	PACKET_1	725.478638	400	2	2
16	PACKET_1	1056.950684	800	2	1
16	PACKET_1	1166.669922	800	2	2
16	PACKET_1	378.499664	25	4	1
16	PACKET_1	332.870667	25	4	2
16	PACKET_1	328.561005	50	4	1
16	PACKET_1	290.529327	50	4	2
16	PACKET_1	265.807678	100	4	1
16	PACKET_1	373.190643	100	4	2
16	PACKET_1	367.851013	200	4	1
16	PACKET_1	462.359650	200	4	2
16	PACKET_1	614.619019	400	4	1
16	PACKET_1	714.939331	400	4	2
16	PACKET_1	1073.309326	800	4	1
16	PACKET_1	1148.001953	800	4	2
16	PACKET_1	425.945343	25	8	1
16	PACKET_1	328.322021	25	8	2
16	PACKET_1	329.001678	50	8	1
16	PACKET_1	276.428680	50	8	2
16	PACKET_1	255.093323	100	8	1
16	PACKET_1	290.133331	100	8	2
16	PACKET_1	365.231018	200	8	1
16	PACKET_1	398.059692	200	8	2
16	PACKET_1	606.690674	400	8	1
16	PACKET_1	616.391357	400	8	2
16	PACKET_1	1054.112061	800	8	1
16	PACKET_1	1064.253052	800	8	2
16	PACKET_1	361.402344	25	16	1
16	PACKET_1	318.403992	25	16	2
16	PACKET_1	342.100342	50	16	1
16	PACKET_1	309.868652	50	16	2
16	PACKET_1	258.451996	100	16	1
16	PACKET_1	308.425323	100	16	2
16	PACKET_1	377.713654	200	16	1
16	PACKET_1	412.262024	200	16	2
16	PACKET_1	603.245667	400	16	1
16	PACKET_1	654.683044	400	16	2
16	PACKET_1	1078.810669	800	16	1
16	PACKET_1	1096.216675	800	16	2
