PSCL	EXPR	MODE	PACKETS	OUT_TIME	W	LOCK_MODE	S	N
32	PACKET_4	serial	131072	1127.500977	4000	2	16	1
32	PACKET_4	parallel	65536	718.565674	4000	2	16	2
32	PACKET_4	serial	131072	1122.548950	4000	2	16	2
32	PACKET_4	parallel	43690	525.132690	4000	2	16	3
32	PACKET_4	serial	131072	1122.503906	4000	2	16	3
32	PACKET_4	parallel	18724	354.648315	4000	2	16	7
32	PACKET_4	serial	131072	1130.550049	4000	2	16	7
32	PACKET_4	parallel	8738	182.051666	4000	2	16	15
32	PACKET_4	serial	131072	1131.726685	4000	2	16	15
32	PACKET_4	parallel	131072	2333.110107	8000	2	16	1
32	PACKET_4	serial	131072	2236.796631	8000	2	16	1
32	PACKET_4	parallel	65536	1371.112671	8000	2	16	2
32	PACKET_4	serial	131072	2230.604004	8000	2	16	2
32	PACKET_4	parallel	43690	1012.263672	8000	2	16	3
32	PACKET_4	serial	131072	2235.982178	8000	2	16	3
32	PACKET_4	parallel	18724	707.908020	8000	2	16	7
32	PACKET_4	serial	131072	2233.261963	8000	2	16	7
32	PACKET_4	parallel	8738	331.431000	8000	2	16	15
32	PACKET_4	serial	131072	2284.671631	8000	2	16	15
32	PACKET_4	parallel	131072	386.392334	1000	4	16	1
32	PACKET_4	serial	131072	303.030334	1000	4	16	1
32	PACKET_4	parallel	65536	224.995331	1000	4	16	2
32	PACKET_4	serial	131072	302.103333	1000	4	16	2
32	PACKET_4	parallel	43690	163.080994	1000	4	16	3
32	PACKET_4	serial	131072	300.360657	1000	4	16	3
32	PACKET_4	parallel	18724	118.160995	1000	4	16	7
32	PACKET_4	serial	131072	297.402679	1000	4	16	7
32	PACKET_4	parallel	8738	152.435333	1000	4	16	15
32	PACKET_4	serial	131072	294.221313	1000	4	16	15
32	PACKET_4	parallel	131072	668.013306	2000	4	16	1
32	PACKET_4	serial	131072	579.351990	2000	4	16	1
32	PACKET_4	parallel	65536	397.991333	2000	4	16	2
32	PACKET_4	serial	131072	576.042969	2000	4	16	2
32	PACKET_4	parallel	43690	280.960327	2000	4	16	3
32	PACKET_4	serial	131072	566.057983	2000	4	16	3
32	PACKET_4	parallel	18724	185.335999	2000	4	16	7
32	PACKET_4	serial	131072	566.436035	2000	4	16	7
32	PACKET_4	parallel	8738	127.912674	2000	4	16	15
32	PACKET_4	serial	131072	563.203003	2000	4	16	15
32	PACKET_4	parallel	131072	1207.409668	4000	4	16	1
32	PACKET_4	serial	131072	1135.542969	4000	4	16	1
32	PACKET_4	parallel	65536	704.615662	4000	4	16	2
32	PACKET_4	serial	131072	1124.673096	4000	4	16	2
32	PACKET_4	parallel	43690	516.159363	4000	4	16	3
32	PACKET_4	serial	131072	1120.534424	4000	4	16	3
32	PACKET_4	parallel	18724	357.951996	4000	4	16	7
32	PACKET_4	serial	131072	1117.668335	4000	4	16	7
32	PACKET_4	parallel	8738	186.977997	4000	4	16	15
32	PACKET_4	serial	131072	1120.602905	4000	4	16	15
32	PACKET_4	parallel	131072	2337.039307	8000	4	16	1
32	PACKET_4	serial	131072	2239.458984	8000	4	16	1
32	PACKET_4	parallel	65536	1370.587280	8000	4	16	2
32	PACKET_4	serial	131072	2236.786621	8000	4	16	2
32	PACKET_4	parallel	43690	987.052368	8000	4	16	3
32	PACKET_4	serial	131072	2231.648193	8000	4	16	3
32	PACKET_4	parallel	18724	686.773987	8000	4	16	7
32	PACKET_4	serial	131072	2238.633789	8000	4	16	7
32	PACKET_4	parallel	8738	325.688324	8000	4	16	15
32	PACKET_4	serial	131072	2226.577637	8000	4	16	15
32	PACKET_4	parallel	131072	368.697998	1000	8	16	1
32	PACKET_4	serial	131072	292.102325	1000	8	16	1
32	PACKET_4	parallel	65536	220.328339	1000	8	16	2
32	PACKET_4	serial	131072	288.219330	1000	8	16	2
32	PACKET_4	parallel	43690	159.998993	1000	8	16	3
32	PACKET_4	serial	131072	289.605011	1000	8	16	3
32	PACKET_4	parallel	18724	118.065338	1000	8	16	7
32	PACKET_4	serial	131072	288.732330	1000	8	16	7
32	PACKET_4	parallel	8738	204.844681	1000	8	16	15
32	PACKET_4	serial	131072	287.443665	1000	8	16	15
32	PACKET_4	parallel	131072	646.288330	2000	8	16	1
32	PACKET_4	serial	131072	564.459351	2000	8	16	1
32	PACKET_4	parallel	65536	386.265350	2000	8	16	2
32	PACKET_4	serial	131072	573.054016	2000	8	16	2
32	PACKET_4	parallel	43690	280.091339	2000	8	16	3
32	PACKET_4	serial	131072	565.342041	2000	8	16	3
32	PACKET_4	parallel	18724	189.534348	2000	8	16	7
32	PACKET_4	serial	131072	569.435669	2000	8	16	7
32	PACKET_4	parallel	8738	139.293991	2000	8	16	15
32	PACKET_4	serial	131072	563.395630	2000	8	16	15
32	PACKET_4	parallel	131072	1215.631958	4000	8	16	1
32	PACKET_4	serial	131072	1123.524414	4000	8	16	1
32	PACKET_4	parallel	65536	713.320312	4000	8	16	2
32	PACKET_4	serial	131072	1120.690308	4000	8	16	2
32	PACKET_4	parallel	43690	513.184326	4000	8	16	3
32	PACKET_4	serial	131072	1122.927002	4000	8	16	3
32	PACKET_4	parallel	18724	362.238678	4000	8	16	7
32	PACKET_4	serial	131072	1127.477295	4000	8	16	7
32	PACKET_4	parallel	8738	173.724335	4000	8	16	15
32	PACKET_4	serial	131072	1122.438965	4000	8	16	15
32	PACKET_4	parallel	131072	2332.442871	8000	8	16	1
32	PACKET_4	serial	131072	2231.232178	8000	8	16	1
32	PACKET_4	parallel	65536	1393.427002	8000	8	16	2
32	PACKET_4	serial	131072	2237.641357	8000	8	16	2
32	PACKET_4	parallel	43690	982.347656	8000	8	16	3
32	PACKET_4	serial	131072	2236.880371	8000	8	16	3
32	PACKET_4	parallel	18724	700.374023	8000	8	16	7
32	PACKET_4	serial	131072	2228.996094	8000	8	16	7
32	PACKET_4	parallel	8738	334.559326	8000	8	16	15
32	PACKET_4	serial	131072	2232.104736	8000	8	16	15
32	PACKET_4	parallel	131072	376.898315	1000	16	16	1
32	PACKET_4	serial	131072	288.178009	1000	16	16	1
32	PACKET_4	parallel	65536	218.010681	1000	16	16	2
32	PACKET_4	serial	131072	289.534668	1000	16	16	2
32	PACKET_4	parallel	43690	162.425003	1000	16	16	3
32	PACKET_4	serial	131072	288.648987	1000	16	16	3
32	PACKET_4	parallel	18724	114.714996	1000	16	16	7
32	PACKET_4	serial	131072	289.946655	1000	16	16	7
32	PACKET_4	parallel	8738	198.695007	1000	16	16	15
32	PACKET_4	serial	131072	291.762665	1000	16	16	15
32	PACKET_4	parallel	131072	644.932007	2000	16	16	1
32	PACKET_4	serial	131072	565.850342	2000	16	16	1
32	PACKET_4	parallel	65536	386.542358	2000	16	16	2
32	PACKET_4	serial	131072	564.353333	2000	16	16	2
32	PACKET_4	parallel	43690	276.996338	2000	16	16	3
32	PACKET_4	serial	131072	574.510010	2000	16	16	3
32	PACKET_4	parallel	18724	194.891342	2000	16	16	7
32	PACKET_4	serial	131072	576.481323	2000	16	16	7
32	PACKET_4	parallel	8738	148.502335	2000	16	16	15
32	PACKET_4	serial	131072	573.903992	2000	16	16	15
32	PACKET_4	parallel	131072	1228.027710	4000	16	16	1
32	PACKET_4	serial	131072	1126.747681	4000	16	16	1
32	PACKET_4	parallel	65536	691.667297	4000	16	16	2
32	PACKET_4	serial	131072	1126.142944	4000	16	16	2
32	PACKET_4	parallel	43690	530.338318	4000	16	16	3
32	PACKET_4	serial	131072	1131.014648	4000	16	16	3
32	PACKET_4	parallel	18724	354.864014	4000	16	16	7
32	PACKET_4	serial	131072	1127.185669	4000	16	16	7
32	PACKET_4	parallel	8738	178.352997	4000	16	16	15
32	PACKET_4	serial	131072	1125.112915	4000	16	16	15
32	PACKET_4	parallel	131072	2324.448730	8000	16	16	1
32	PACKET_4	serial	131072	2238.052734	8000	16	16	1
32	PACKET_4	parallel	65536	1362.830933	8000	16	16	2
32	PACKET_4	serial	131072	2248.950928	8000	16	16	2
32	PACKET_4	parallel	43690	989.913696	8000	16	16	3
32	PACKET_4	serial	131072	2250.311035	8000	16	16	3
32	PACKET_4	parallel	18724	697.369995	8000	16	16	7
32	PACKET_4	serial	131072	2231.656982	8000	16	16	7
32	PACKET_4	parallel	8738	328.862000	8000	16	16	15
32	PACKET_4	serial	131072	2231.887451	8000	16	16	15
