PSCL	EXPR	MODE	PACKETS	OUT_TIME	W	LOCK_MODE	S	N
32	PACKET_2	parallel	131072	2326.266846	8000	8	4	1
32	PACKET_2	serial	131072	2248.779297	8000	8	4	1
32	PACKET_2	parallel	65536	1235.092651	8000	8	4	2
32	PACKET_2	serial	131072	2255.621094	8000	8	4	2
32	PACKET_2	parallel	43690	870.580688	8000	8	4	3
32	PACKET_2	serial	131072	2272.519531	8000	8	4	3
32	PACKET_2	parallel	18724	409.328003	8000	8	4	7
32	PACKET_2	serial	131072	2250.990723	8000	8	4	7
32	PACKET_2	parallel	8738	316.421692	8000	8	4	15
32	PACKET_2	serial	131072	2261.037109	8000	8	4	15
32	PACKET_2	parallel	131072	2297.461914	8000	8	8	1
32	PACKET_2	serial	131072	2237.952393	8000	8	8	1
32	PACKET_2	parallel	65536	1185.447266	8000	8	8	2
32	PACKET_2	serial	131072	2234.491943	8000	8	8	2
32	PACKET_2	parallel	43690	817.777283	8000	8	8	3
32	PACKET_2	serial	131072	2238.093262	8000	8	8	3
32	PACKET_2	parallel	18724	374.317322	8000	8	8	7
32	PACKET_2	serial	131072	2230.372803	8000	8	8	7
32	PACKET_2	parallel	8738	230.904343	8000	8	8	15
32	PACKET_2	serial	131072	2233.243164	8000	8	8	15
32	PACKET_2	parallel	131072	357.976318	1000	16	1	1
32	PACKET_2	serial	131072	289.242340	1000	16	1	1
32	PACKET_2	parallel	65536	195.549347	1000	16	1	2
32	PACKET_2	serial	131072	289.685974	1000	16	1	2
32	PACKET_2	parallel	43690	142.949341	1000	16	1	3
32	PACKET_2	serial	131072	287.907654	1000	16	1	3
32	PACKET_2	parallel	18724	98.800339	1000	16	1	7
32	PACKET_2	serial	131072	296.536346	1000	16	1	7
32	PACKET_2	parallel	8738	174.718994	1000	16	1	15
32	PACKET_2	serial	131072	294.286316	1000	16	1	15
32	PACKET_2	parallel	131072	368.128326	1000	16	4	1
32	PACKET_2	serial	131072	288.469666	1000	16	4	1
32	PACKET_2	parallel	65536	257.481323	1000	16	4	2
32	PACKET_2	serial	131072	293.785004	1000	16	4	2
32	PACKET_2	parallel	43690	177.210327	1000	16	4	3
32	PACKET_2	serial	131072	290.651978	1000	16	4	3
32	PACKET_2	parallel	18724	156.210007	1000	16	4	7
32	PACKET_2	serial	131072	291.789673	1000	16	4	7
32	PACKET_2	parallel	8738	190.480988	1000	16	4	15
32	PACKET_2	serial	131072	296.331329	1000	16	4	15
32	PACKET_2	parallel	131072	347.845306	1000	16	8	1
32	PACKET_2	serial	131072	290.117340	1000	16	8	1
32	PACKET_2	parallel	65536	181.705994	1000	16	8	2
32	PACKET_2	serial	131072	289.496979	1000	16	8	2
32	PACKET_2	parallel	43690	135.504318	1000	16	8	3
32	PACKET_2	serial	131072	288.538666	1000	16	8	3
32	PACKET_2	parallel	18724	104.556335	1000	16	8	7
32	PACKET_2	serial	131072	293.225006	1000	16	8	7
32	PACKET_2	parallel	8738	229.608673	1000	16	8	15
32	PACKET_2	serial	131072	292.243652	1000	16	8	15
32	PACKET_2	parallel	131072	625.444641	2000	16	1	1
32	PACKET_2	serial	131072	567.337646	2000	16	1	1
32	PACKET_2	parallel	65536	348.522339	2000	16	1	2
32	PACKET_2	serial	131072	572.612976	2000	16	1	2
32	PACKET_2	parallel	43690	236.746002	2000	16	1	3
32	PACKET_2	serial	131072	572.033325	2000	16	1	3
32	PACKET_2	parallel	18724	115.623337	2000	16	1	7
32	PACKET_2	serial	131072	568.277954	2000	16	1	7
32	PACKET_2	parallel	8738	133.737671	2000	16	1	15
32	PACKET_2	serial	131072	566.388306	2000	16	1	15
32	PACKET_2	parallel	131072	658.261963	2000	16	4	1
32	PACKET_2	serial	131072	572.031677	2000	16	4	1
32	PACKET_2	parallel	65536	353.724670	2000	16	4	2
32	PACKET_2	serial	131072	572.499695	2000	16	4	2
32	PACKET_2	parallel	43690	278.092651	2000	16	4	3
32	PACKET_2	serial	131072	572.144348	2000	16	4	3
32	PACKET_2	parallel	18724	154.032333	2000	16	4	7
32	PACKET_2	serial	131072	574.609009	2000	16	4	7
32	PACKET_2	parallel	8738	184.571671	2000	16	4	15
32	PACKET_2	serial	131072	572.547668	2000	16	4	15
32	PACKET_2	parallel	131072	625.938660	2000	16	8	1
32	PACKET_2	serial	131072	567.562988	2000	16	8	1
32	PACKET_2	parallel	65536	331.141327	2000	16	8	2
32	PACKET_2	serial	131072	567.989685	2000	16	8	2
32	PACKET_2	parallel	43690	234.085663	2000	16	8	3
32	PACKET_2	serial	131072	573.195007	2000	16	8	3
32	PACKET_2	parallel	18724	110.173340	2000	16	8	7
32	PACKET_2	serial	131072	567.974304	2000	16	8	7
32	PACKET_2	parallel	8738	138.131668	2000	16	8	15
32	PACKET_2	serial	131072	569.232361	2000	16	8	15
32	PACKET_2	parallel	131072	1190.973633	4000	16	1	1
32	PACKET_2	serial	131072	1126.701050	4000	16	1	1
32	PACKET_2	parallel	65536	630.904358	4000	16	1	2
32	PACKET_2	serial	131072	1124.532349	4000	16	1	2
32	PACKET_2	parallel	43690	435.154663	4000	16	1	3
32	PACKET_2	serial	131072	1124.259644	4000	16	1	3
32	PACKET_2	parallel	18724	196.589340	4000	16	1	7
32	PACKET_2	serial	131072	1123.809692	4000	16	1	7
32	PACKET_2	parallel	8738	115.369667	4000	16	1	15
32	PACKET_2	serial	131072	1131.369263	4000	16	1	15
32	PACKET_2	parallel	131072	1203.202026	4000	16	4	1
32	PACKET_2	serial	131072	1129.255981	4000	16	4	1
32	PACKET_2	parallel	65536	661.702026	4000	16	4	2
32	PACKET_2	serial	131072	1128.212646	4000	16	4	2
32	PACKET_2	parallel	43690	467.402649	4000	16	4	3
32	PACKET_2	serial	131072	1132.785034	4000	16	4	3
32	PACKET_2	parallel	18724	247.254669	4000	16	4	7
32	PACKET_2	serial	131072	1122.900635	4000	16	4	7
32	PACKET_2	parallel	8738	201.977325	4000	16	4	15
32	PACKET_2	serial	131072	1137.741699	4000	16	4	15
32	PACKET_2	parallel	131072	1168.841675	4000	16	8	1
32	PACKET_2	serial	131072	1126.156372	4000	16	8	1
32	PACKET_2	parallel	65536	612.871643	4000	16	8	2
32	PACKET_2	serial	131072	1122.233398	4000	16	8	2
32	PACKET_2	parallel	43690	424.924683	4000	16	8	3
32	PACKET_2	serial	131072	1131.042603	4000	16	8	3
32	PACKET_2	parallel	18724	255.549011	4000	16	8	7
32	PACKET_2	serial	131072	1125.741333	4000	16	8	7
32	PACKET_2	parallel	8738	136.685333	4000	16	8	15
32	PACKET_2	serial	131072	1134.493286	4000	16	8	15
32	PACKET_2	parallel	131072	2315.339355	8000	16	1	1
32	PACKET_2	serial	131072	2263.956787	8000	16	1	1
32	PACKET_2	parallel	65536	1187.854004	8000	16	1	2
32	PACKET_2	serial	131072	2228.046387	8000	16	1	2
32	PACKET_2	parallel	43690	843.752319	8000	16	1	3
32	PACKET_2	serial	131072	2236.891602	8000	16	1	3
32	PACKET_2	parallel	18724	378.499664	8000	16	1	7
32	PACKET_2	serial	131072	2242.564209	8000	16	1	7
32	PACKET_2	parallel	8738	197.581009	8000	16	1	15
32	PACKET_2	serial	131072	2225.409912	8000	16	1	15
32	PACKET_2	parallel	131072	2349.782959	8000	16	4	1
32	PACKET_2	serial	131072	2232.737305	8000	16	4	1
32	PACKET_2	parallel	65536	1256.563965	8000	16	4	2
32	PACKET_2	serial	131072	2244.971680	8000	16	4	2
32	PACKET_2	parallel	43690	850.825012	8000	16	4	3
32	PACKET_2	serial	131072	2242.607178	8000	16	4	3
32	PACKET_2	parallel	18724	431.304626	8000	16	4	7
32	PACKET_2	serial	131072	2239.553955	8000	16	4	7
32	PACKET_2	parallel	8738	330.186340	8000	16	4	15
32	PACKET_2	serial	131072	2233.020996	8000	16	4	15
32	PACKET_2	parallel	131072	2301.366455	8000	16	8	1
32	PACKET_2	serial	131072	2234.748779	8000	16	8	1
32	PACKET_2	parallel	65536	1219.091064	8000	16	8	2
32	PACKET_2	serial	131072	2224.935303	8000	16	8	2
32	PACKET_2	parallel	43690	837.206970	8000	16	8	3
32	PACKET_2	serial	131072	2228.365723	8000	16	8	3
32	PACKET_2	parallel	18724	378.884644	8000	16	8	7
32	PACKET_2	serial	131072	2232.127686	8000	16	8	7
32	PACKET_2	parallel	8738	245.189667	8000	16	8	15
32	PACKET_2	serial	131072	2244.803955	8000	16	8	15
